NEWS CHANNEL,#genre#
Sky Krimi DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2491/index.m3u8
Sky Romance TV FHD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7231/index.m3u8
Sky Sport 1 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2478/index.m3u8
Sky Sport 2 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2479/index.m3u8
Sky Sport Austria 1 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2492/index.m3u8
Sky Sport Austria 2 DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6113/index.m3u8
Sky Sport Bundesliga 1 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2480/index.m3u8
Sky Sport Bundesliga 2 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7234/index.m3u8
Sky Sport Bundesliga 3 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7237/index.m3u8
Sky Sport Bundesliga 4 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7236/index.m3u8
Sky Sport Bundesliga 6 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7238/index.m3u8
Sky Sport Bundesliga 7 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7239/index.m3u8
Sky Sport Bundesliga 8 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7240/index.m3u8
Sky Sport Bundesliga 9 DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6097/index.m3u8
Sky Sport Bundesliga 9 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7241/index.m3u8
Sky Sport Bundesliga Austria HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7242/index.m3u8
Sky Sport F1 FHD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/10079/index.m3u8
Sky Sport News HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2477/index.m3u8
Spiegel Geschichte HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6091/index.m3u8
Sport 1 HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2503/index.m3u8
Super RTL HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6063/index.m3u8
Syfy HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6092/index.m3u8
TNT Comedy HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6111/index.m3u8
TNT Film HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6089/index.m3u8
TNT Serie HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6090/index.m3u8
Universal TV HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6094/index.m3u8
VOX HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6061/index.m3u8
WDR HD Aachen DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/15173/index.m3u8
WELT HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7258/index.m3u8
ZDF HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6059/index.m3u8
ZMaxx HD DE,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/6058/index.m3u8

Portugal,#genre#
SPORT TV 1 HD PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2525/index.m3u8
SPORT TV 2 HD PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2526/index.m3u8
SPORT TV 3 HD PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2527/index.m3u8
SPORT TV 4 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2528/index.m3u8
SPORT TV 5 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2529/index.m3u8
SPORT TV + PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2530/index.m3u8
Eleven Sports 1 HD PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2531/index.m3u8
Eleven Sports 2 HD PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2532/index.m3u8
Eleven Sports 3 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2533/index.m3u8
Eleven Sports 4 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2534/index.m3u8
Eleven Sports 5 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2535/index.m3u8
Eleven Sports 6 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/2536/index.m3u8
Eleven Sports 3 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7062/index.m3u8
Eleven Sports 4 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7063/index.m3u8
Eleven Sports 6 PT,http://d029dcec.kazmazpaz.ru/iptv/D6F3GPB9FFSHNY/7064/index.m3u8

News jmp2,#genre#
ABC 20/20,https://jmp2.uk/stvp-US4800001W5
ABC News Live,https://jmp2.uk/stvp-USBC39000171G
Al Jazeera,https://jmp2.uk/stvp-GB2300005ML#https://jmp2.uk/stvp-IT23000034W#https://jmp2.uk/stvp-FR23000013B
Asianet News,https://jmp2.uk/stvp-IN800012RO
BBC News,https://jmp2.uk/stvp-US4000033L
BFM Business,https://jmp2.uk/stvp-FRBD4100006OC
Bloomberg Originals,https://jmp2.uk/stvp-USAJ30000041W
Bloomberg TV+,https://jmp2.uk/stvp-USAJ3400011A8
Bloomberg TV+,https://jmp2.uk/stvp-DEBA3300027ZJ#https://jmp2.uk/stvp-FR1400004VF#https://jmp2.uk/stvp-ATBA3300018K1#https://jmp2.uk/stvp-CHBA3300018TD#https://jmp2.uk/stvp-ITBA3300025F5#https://jmp2.uk/stvp-GBBA3300033C2
CBC News,https://jmp2.uk/stvp-CABC2300009KD
CBC News BC,https://jmp2.uk/stvp-CA15000018F
CBC News Calgary,https://jmp2.uk/stvp-CA4600010PN
CBC News Edmonton,https://jmp2.uk/stvp-CA4600008AI
CBC News Manitoba,https://jmp2.uk/stvp-CA4600012O1
CBC News New Brunswick,https://jmp2.uk/stvp-CA4600006DO
CBC News Newfoundland & Labrador,https://jmp2.uk/stvp-CA4600003GV
CBC News North,https://jmp2.uk/stvp-CA46000135R
CBC News Nova Scotia,https://jmp2.uk/stvp-CA4600007UE
CBC News Ottawa,https://jmp2.uk/stvp-CA46000149D
CBC News PEI,https://jmp2.uk/stvp-CA4600002Z5
CBC News Quebec,https://jmp2.uk/stvp-CA4600005WZ
CBC News Saskatchewan,https://jmp2.uk/stvp-CA46000116C
CBC News Toronto,https://jmp2.uk/stvp-CA1500002Q4
CBC News Windsor,https://jmp2.uk/stvp-CA4600015MG
CBS News 24/7,https://jmp2.uk/stvp-USBA370000104
Class CNBC,https://jmp2.uk/stvp-IT2700002ZN
CNBC,https://jmp2.uk/stvp-GBBD3600001NO#https://jmp2.uk/stvp-ITBD3600002PA
CNBC TV18,https://jmp2.uk/stvp-INBD1300008ZY
CNN,https://jmp2.uk/stvp-ATBD800001VA#https://jmp2.uk/stvp-GBBD8000016N#https://jmp2.uk/stvp-DEBD800001S4#https://jmp2.uk/stvp-CHBD800001D0
CNN Headlines,https://jmp2.uk/stvp-DEBD19000012M#https://jmp2.uk/stvp-ATBD190000101#https://jmp2.uk/stvp-FRBD190001055#https://jmp2.uk/stvp-CHBD1900001JB#https://jmp2.uk/stvp-ITBD19000097D#https://jmp2.uk/stvp-GBBD1900008O3
CNN News18,https://jmp2.uk/stvp-INBD1300009QZ
CTV News,https://jmp2.uk/stvp-CA1400004AE
Euronews EN DIRECT,https://jmp2.uk/stvp-FR2600004SS
Euronews LIVE,https://jmp2.uk/stvp-DE2600003TR#https://jmp2.uk/stvp-GB2600019ON#https://jmp2.uk/stvp-CH26000037F#https://jmp2.uk/stvp-AT2600002KW
FOX Weather,https://jmp2.uk/stvp-USBD700003L7
FRANCE 24 FAST,https://jmp2.uk/stvp-DEBD1100002II#https://jmp2.uk/stvp-CHBD1100003CW#https://jmp2.uk/stvp-ATBD1100002TA#https://jmp2.uk/stvp-GBBD1100002L5#https://jmp2.uk/stvp-ITBD1100002WX
GB News,https://jmp2.uk/stvp-GBBB1600008R3
NBC LX Home,https://jmp2.uk/stvp-USBB40000028E
NBC News NOW,https://jmp2.uk/stvp-USBB2200014DK
NBC News NOW,https://jmp2.uk/stvp-GBBB1500004LG#https://jmp2.uk/stvp-ITBC4000028E#https://jmp2.uk/stvp-CAAJ2700011IF
Rai News 24,https://jmp2.uk/stvp-IT3200004WU
Reuters,https://jmp2.uk/stvp-DEBD4900001QV#https://jmp2.uk/stvp-FRBD490000195#https://jmp2.uk/stvp-GBBD4900001RG
Sky News,https://jmp2.uk/stvp-GB3300002NF
Sky News,https://jmp2.uk/stvp-USBB52000022Q
Sky News International,https://jmp2.uk/stvp-CH34000014Q#https://jmp2.uk/stvp-AT1100004SR#https://jmp2.uk/stvp-IT3400003D6#https://jmp2.uk/stvp-FR3400002VW#https://jmp2.uk/stvp-DE3400001N1
SPIEGEL TV,https://jmp2.uk/stvp-DEAK0500441A#https://jmp2.uk/stvp-CHAJ0500445A#https://jmp2.uk/stvp-ATAJ0500445A
Talk,https://jmp2.uk/stvp-GB1200006IV
Tech & Co,https://jmp2.uk/stvp-FRBD4100010ZZ
The Weather Network,https://jmp2.uk/stvp-CABC23000223U
TV5 Monde Info,https://jmp2.uk/stvp-IT18000033C#https://jmp2.uk/stvp-FR1800005X0

Sports jmp2 ,#genre#
ACC Digital Network,https://jmp2.uk/stvp-USBD25000161U
Adventure Sports TV,https://jmp2.uk/stvp-ITBC400005TF
AFTER FOOT TV,https://jmp2.uk/stvp-FR1100002RF
auto motor und sport,https://jmp2.uk/stvp-CHAJ0500459A#https://jmp2.uk/stvp-ATAJ0500458A
Automoto,https://jmp2.uk/stvp-IT2900003UK
beIN SPORTS XTRA,https://jmp2.uk/stvp-CABA8000043F#https://jmp2.uk/stvp-USAJ4300001Q7
Big 12 Studios,https://jmp2.uk/stvp-US37000017A#https://jmp2.uk/stvp-CA4100001H8
Billiard TV,https://jmp2.uk/stvp-USBD12000183X
Bundesliga,https://jmp2.uk/stvp-GB3500002R8
CBS Sports HQ,https://jmp2.uk/stvp-USBB4800005VO
CG MMA En Español,https://jmp2.uk/stvp-CA46000098X
Combate Global MMA,https://jmp2.uk/stvp-CA4600017KV#https://jmp2.uk/stvp-US4600006R8
DAZN FAST+,https://jmp2.uk/stvp-ATBC4700001JX
DAZN Ringside,https://jmp2.uk/stvp-GBBD30000038U
DAZN Rise,https://jmp2.uk/stvp-ATBD700001VF
DFB Play TV,https://jmp2.uk/stvp-GB26000118T
DP World Tour,https://jmp2.uk/stvp-GB5200001TM#https://jmp2.uk/stvp-US4600010KE
Draft Kings Network,https://jmp2.uk/stvp-USBD700013BW
Drive TV,https://jmp2.uk/stvp-FRBD3600001BQ
ESPN 8: The Ocho,https://jmp2.uk/stvp-US34000040T
FanDuel TV Extra,https://jmp2.uk/stvp-US1400012RF
FIFA+,https://jmp2.uk/stvp-CHBA3300010UC#https://jmp2.uk/stvp-ATBA3300007PT#https://jmp2.uk/stvp-CABD1200008JG#https://jmp2.uk/stvp-USBD12000255B#https://jmp2.uk/stvp-FRBA3300037Y7#https://jmp2.uk/stvp-GBBD1100008YW
FIFA+ Women,https://jmp2.uk/stvp-GB3800009F0
FOX Sports,https://jmp2.uk/stvp-US2700001QY
fubo Sports Network,https://jmp2.uk/stvp-USAJ2200023Z0
Game & Fish TV,https://jmp2.uk/stvp-CA4400001O0#https://jmp2.uk/stvp-US4400001PL
GFN Soccer TV,https://jmp2.uk/stvp-GB2200002CC
Golf Television,https://jmp2.uk/stvp-IT4200001D8
GolfPass,https://jmp2.uk/stvp-USBB400000145
INTER 24/7,https://jmp2.uk/stvp-GB310000151
Italian Fishing TV,https://jmp2.uk/stvp-IT600001L6
just.fishing,https://jmp2.uk/stvp-ATAJ0500431A
LAOLA1 FAST,https://jmp2.uk/stvp-AT3300002K2
L'Equipe,https://jmp2.uk/stvp-FR200016Y5
MeatEater,https://jmp2.uk/stvp-CA210000317#https://jmp2.uk/stvp-US21000043S
MLB Channel,https://jmp2.uk/stvp-US1400001WV#https://jmp2.uk/stvp-CA1400001PI
Motor Racing,https://jmp2.uk/stvp-FRBD4100013LN
Motor1,https://jmp2.uk/stvp-IT3000282Q
Motoretrò,https://jmp2.uk/stvp-IT800002CE
MotorRacing,https://jmp2.uk/stvp-GBBA1500006H6
Motorvision,https://jmp2.uk/stvp-ATBD2600011EO#https://jmp2.uk/stvp-CHBD26000130C
Motorvision Classic,https://jmp2.uk/stvp-CHBD2600012Y6#https://jmp2.uk/stvp-ATBD2600010EC
Move - Sportivi in Viaggio,https://jmp2.uk/stvp-ITBD300001GI
MSG Sports Zone,https://jmp2.uk/stvp-USBD300021B8
NBC Sports NOW,https://jmp2.uk/stvp-USBD420002446
NESN Nation,https://jmp2.uk/stvp-US300062TG
NFL Channel,https://jmp2.uk/stvp-US2600007WJ
One Championship TV,https://jmp2.uk/stvp-US2600006VY#https://jmp2.uk/stvp-CA2600001D9
Outdoor America,https://jmp2.uk/stvp-USBD1200020Y4
Outside TV,https://jmp2.uk/stvp-CAAJ2700030ON#https://jmp2.uk/stvp-USAJ3504707A
Overtime,https://jmp2.uk/stvp-US33000154M
Pac-12 Insider,https://jmp2.uk/stvp-USBA300034DB
People Are Awesome,https://jmp2.uk/stvp-CAAJ34000089L
PFL,https://jmp2.uk/stvp-US350000231#https://jmp2.uk/stvp-CA3500003OX
PGA Tour,https://jmp2.uk/stvp-US400001M2#https://jmp2.uk/stvp-GB300036IM#https://jmp2.uk/stvp-CA1300004QB
Pickleball TV,https://jmp2.uk/stvp-CA110000152#https://jmp2.uk/stvp-USBD4200016QR
Pluto TV Motor,https://jmp2.uk/stvp-GBAI5000001A
Pursuit UP,https://jmp2.uk/stvp-USBD17000025J
Rally.TV FAST+,https://jmp2.uk/stvp-AT5100001HE#https://jmp2.uk/stvp-IT510000124#https://jmp2.uk/stvp-GB51000026A#https://jmp2.uk/stvp-CH5100001XI
Red Bull TV,https://jmp2.uk/stvp-ATBD1500003ES#https://jmp2.uk/stvp-IT38000070T#https://jmp2.uk/stvp-GBBD2300003IK
RMC MECANIC,https://jmp2.uk/stvp-FR300003ZB
Roku Sports Channel,https://jmp2.uk/stvp-US4500005Z1
Rugby Pass TV,https://jmp2.uk/stvp-US1000004YJ#https://jmp2.uk/stvp-GB330000144
RYZ Sports Network,https://jmp2.uk/stvp-CA3900001GT
Salto Ostacoli,https://jmp2.uk/stvp-ITBC3000007XK
Scooore,https://jmp2.uk/stvp-ATBD26000124P#https://jmp2.uk/stvp-CHBD2600014C0
Sky Sports Classics,https://jmp2.uk/stvp-GB2700012HS
SLVR,https://jmp2.uk/stvp-US4700001B4
Sport 1 Motor,https://jmp2.uk/stvp-ATBD2300001PY#https://jmp2.uk/stvp-CHBD2300001ZB
Sport digital Free,https://jmp2.uk/stvp-CHAJ0500433A#https://jmp2.uk/stvp-ATAJ0500433A
Sport Outdoor.tv [IT],https://jmp2.uk/stvp-CHBA3300008LD
Sports Grid,https://jmp2.uk/stvp-USBA300031OT
Stadium,https://jmp2.uk/stvp-USAJ3504705A
Strongman Champions League,https://jmp2.uk/stvp-CHBA3300011A6#https://jmp2.uk/stvp-GBBC90001089#https://jmp2.uk/stvp-ATBA3300010PU
Super tennis,https://jmp2.uk/stvp-IT800003V4
SURFER TV,https://jmp2.uk/stvp-USBB10000058A
talk SPORT,https://jmp2.uk/stvp-GB30003577
Team USA TV,https://jmp2.uk/stvp-US3900007ZW
Tennis Channel,https://jmp2.uk/stvp-ATBA2200008XN#https://jmp2.uk/stvp-FR5000002SW#https://jmp2.uk/stvp-CHBA22000080G#https://jmp2.uk/stvp-GBBA33000529G
Tennis+,https://jmp2.uk/stvp-IT20000053A#https://jmp2.uk/stvp-GB2000010ML
The Boat Show,https://jmp2.uk/stvp-ITBD10000040W
The Jim Rome Show,https://jmp2.uk/stvp-US2900014UU
The NBA Channel,https://jmp2.uk/stvp-CA36000019W#https://jmp2.uk/stvp-US3600003R7
TNA Wrestling,https://jmp2.uk/stvp-USBB1000001XP#https://jmp2.uk/stvp-CABA3700006IC
Top Gear,https://jmp2.uk/stvp-FR2400001TP#https://jmp2.uk/stvp-IT2400001AE
TSN The Ocho,https://jmp2.uk/stvp-CA1400003R3
Turbo,https://jmp2.uk/stvp-IT900004Y5
UFC,https://jmp2.uk/stvp-US2900017P2#https://jmp2.uk/stvp-CA2900012S9
Unbeaten Sports Channel,https://jmp2.uk/stvp-CA11000032G#https://jmp2.uk/stvp-US1400008DW
Victory+,https://jmp2.uk/stvp-US300063BQ
Waypoint TV,https://jmp2.uk/stvp-CABB2500034Q4#https://jmp2.uk/stvp-USBB440002055
Willow Sports,https://jmp2.uk/stvp-US20000131M#https://jmp2.uk/stvp-CA20000016D
Women's Sports Network,https://jmp2.uk/stvp-US4100001KP
World of Freesports - WoF,https://jmp2.uk/stvp-CHBD5000001T0#https://jmp2.uk/stvp-ATBD5000002B1
World Poker Tour,https://jmp2.uk/stvp-CHBD2900001LI#https://jmp2.uk/stvp-GBBD2900001VD#https://jmp2.uk/stvp-ITBD29000015E#https://jmp2.uk/stvp-ATBD290000127#https://jmp2.uk/stvp-USBD1700009P5#https://jmp2.uk/stvp-CABD1200013IH#https://jmp2.uk/stvp-FRBD2900001M3
Yahoo! Sports Network,https://jmp2.uk/stvp-US3200012O8

Music jmp2,#genre#
@K-MUSIC,https://jmp2.uk/stvp-IN4900011OU
9X Jalwa,https://jmp2.uk/stvp-INBC2800013L6
9X Jhakaas,https://jmp2.uk/stvp-INBC28000144H
9X Tashan,https://jmp2.uk/stvp-INBC2800011JL
9XM,https://jmp2.uk/stvp-IN38000050P
B4U Music,https://jmp2.uk/stvp-IN3900017KM
Balle Balle,https://jmp2.uk/stvp-INBC2800008VD
CLIPS don't lie,https://jmp2.uk/stvp-ES32000027M
Concerto,https://jmp2.uk/stvp-IN800005S8
Cool Summer Channel,https://jmp2.uk/stvp-ES2500001F9#https://jmp2.uk/stvp-DE2500001DO#https://jmp2.uk/stvp-GB2500002K0#https://jmp2.uk/stvp-FR2500001BS
Def Jam,https://jmp2.uk/stvp-GBBD3000004VR
Deluxe Dance By Kontor,https://jmp2.uk/stvp-DE23000015Y
Deluxe Deutschpop,https://jmp2.uk/stvp-DEBA150003050
Deluxe Lounge HD,https://jmp2.uk/stvp-ESBA1500001C4#https://jmp2.uk/stvp-DEAH3904006A
DELUXE RAP,https://jmp2.uk/stvp-DEBD3800001QD
Deluxe Wintertime,https://jmp2.uk/stvp-DE340000678
Émotion,https://jmp2.uk/stvp-FRBC900001LB
ETV Music,https://jmp2.uk/stvp-IN4900002RV
GoldStar TV,https://jmp2.uk/stvp-DEAK0500445A
K-POP by CJ ENM,https://jmp2.uk/stvp-GB3900001TM#https://jmp2.uk/stvp-IN3800006RD#https://jmp2.uk/stvp-DE3900002R1#https://jmp2.uk/stvp-ES3900001QG#https://jmp2.uk/stvp-US39000038W#https://jmp2.uk/stvp-FR3900001AC#https://jmp2.uk/stvp-CA3900002PM
Music India,https://jmp2.uk/stvp-INBD4700015M0
NEW KPOP,https://jmp2.uk/stvp-USAJ3000013FJ#https://jmp2.uk/stvp-ES1700005ME#https://jmp2.uk/stvp-FR1700002OZ#https://jmp2.uk/stvp-GB17000088V#https://jmp2.uk/stvp-CA1800004L7#https://jmp2.uk/stvp-DE17000032I
NH BollyRaga,https://jmp2.uk/stvp-IN460001373
NOW 70s,https://jmp2.uk/stvp-IN800001OD
Now 70's,https://jmp2.uk/stvp-GB300032DX
Now 80s,https://jmp2.uk/stvp-GBBC900003B2#https://jmp2.uk/stvp-IN8000027E
Now 90's & 00's,https://jmp2.uk/stvp-GB300033HI
NOW 90s00s,https://jmp2.uk/stvp-IN800004YV
NOW ROCK,https://jmp2.uk/stvp-IN800003JE
Qello Concerts by Stingray,https://jmp2.uk/stvp-USBD3500024YB#https://jmp2.uk/stvp-CA400004SM
Qwest TV,https://jmp2.uk/stvp-INBA4900001DL
Sangeet Bangla,https://jmp2.uk/stvp-INBD4700018T7
Sangeet Bhojpuri,https://jmp2.uk/stvp-INBD4700017SL
Sangeet Marathi,https://jmp2.uk/stvp-INBD4700016S7
SMTOWN,https://jmp2.uk/stvp-DE1000002V4#https://jmp2.uk/stvp-US10000135V#https://jmp2.uk/stvp-FR1000001XP#https://jmp2.uk/stvp-IN4900008ZP#https://jmp2.uk/stvp-CA1000003PR#https://jmp2.uk/stvp-GB1000001G0#https://jmp2.uk/stvp-ES1000001EF
Sol Música,https://jmp2.uk/stvp-ESBD2300004Y7
Stingray Classic Rock,https://jmp2.uk/stvp-USBD35000180U#https://jmp2.uk/stvp-CABD1200036YT
Stingray Classica,https://jmp2.uk/stvp-CA400005W4#https://jmp2.uk/stvp-USBD350002623
Stingray Country Greats,https://jmp2.uk/stvp-CA47000031R#https://jmp2.uk/stvp-US4700005EA
Stingray DJAZZ,https://jmp2.uk/stvp-USBD3500025GS#https://jmp2.uk/stvp-CA400002ZK
Stingray Easy Listening,https://jmp2.uk/stvp-USBD3500011J3#https://jmp2.uk/stvp-CABD1200030YP
Stingray Euro Hits,https://jmp2.uk/stvp-CA4700001Z6#https://jmp2.uk/stvp-US4700002UF
Stingray Flashback 70s,https://jmp2.uk/stvp-USBD3500008IJ
Stingray Flashback '70s,https://jmp2.uk/stvp-CABD1200028QO
Stingray Franco Country,https://jmp2.uk/stvp-CA29000183M
Stingray Franco Pop,https://jmp2.uk/stvp-CA290001647
Stingray Franco Retro,https://jmp2.uk/stvp-CA29000139Y
Stingray Greatest Hits,https://jmp2.uk/stvp-CABD1200037BS#https://jmp2.uk/stvp-USBD3500022DN
Stingray Hip Hop,https://jmp2.uk/stvp-CABD1200029U0#https://jmp2.uk/stvp-USBD3500010MT
Stingray Hot Country,https://jmp2.uk/stvp-USBD3300021KV#https://jmp2.uk/stvp-CABD1200025IX
Stingray Jukebox Oldies,https://jmp2.uk/stvp-CA47000052C#https://jmp2.uk/stvp-US4700006XL
Stingray le Palmares,https://jmp2.uk/stvp-CA2900015NH
Stingray Movie Music,https://jmp2.uk/stvp-CA4700002IH#https://jmp2.uk/stvp-US4700003DP
Stingray Nostalgie,https://jmp2.uk/stvp-CA2900017MW
Stingray Nothin' But 90s,https://jmp2.uk/stvp-CABD1200033B1#https://jmp2.uk/stvp-USBD35000149S
Stingray Remember the 80s,https://jmp2.uk/stvp-USBD3300022QK
Stingray Remember The '80s,https://jmp2.uk/stvp-CABD1200026VA
Stingray Romance Latino,https://jmp2.uk/stvp-USBD3500017CE#https://jmp2.uk/stvp-CABD1200035WW
Stingray Smooth Jazz,https://jmp2.uk/stvp-USBD35000128A#https://jmp2.uk/stvp-CABD1200031NL
Stingray Soft Hits,https://jmp2.uk/stvp-CA4700006LN#https://jmp2.uk/stvp-US4700007GV
Stingray Souvenirs,https://jmp2.uk/stvp-CA29000146S
Stingray Today's K-Pop,https://jmp2.uk/stvp-CABD1200034DU#https://jmp2.uk/stvp-USBD3500016NH
Stingray Today's Latin Pop,https://jmp2.uk/stvp-USBD3500009Y3#https://jmp2.uk/stvp-CABD1200027JL
Trace Latina,https://jmp2.uk/stvp-ESBA3300042Y6
Trace UK,https://jmp2.uk/stvp-GBBD19000026B
Trace Urban,https://jmp2.uk/stvp-ESBA3300043M0#https://jmp2.uk/stvp-IN800007SR#https://jmp2.uk/stvp-DEBA3300030O1#https://jmp2.uk/stvp-GBBC900001SC
Vevo 2010s,https://jmp2.uk/stvp-USBD120002431
Vevo 2K,https://jmp2.uk/stvp-USBB4400015F5
Vevo '70s,https://jmp2.uk/stvp-USBD300011KQ
Vevo '70s & '80s,https://jmp2.uk/stvp-GBBD1900009UD
Vevo '80s,https://jmp2.uk/stvp-USBD300012YC
Vevo '90s,https://jmp2.uk/stvp-USBD3000133M
Vevo '90s & '00s,https://jmp2.uk/stvp-GBBC2100002HP
Vevo Country,https://jmp2.uk/stvp-USBC3600001RQ#https://jmp2.uk/stvp-CABC52000165E
Vevo Country Rewind,https://jmp2.uk/stvp-US400006630
Vevo Hip Hop & R&B,https://jmp2.uk/stvp-GBBD2300001C0
Vevo Hip-Hop,https://jmp2.uk/stvp-USBC3600002EK
Vevo Hip-Hop & R&B,https://jmp2.uk/stvp-FRBC2100002JA
Vevo Latino,https://jmp2.uk/stvp-USBC3600015GF#https://jmp2.uk/stvp-ESBC2100002LV
Vevo Pop,https://jmp2.uk/stvp-GBBC19000017V#https://jmp2.uk/stvp-ESBC2100001IU#https://jmp2.uk/stvp-DEBC2100001ZJ#https://jmp2.uk/stvp-CABC52000180Z#https://jmp2.uk/stvp-FRBC2100001YY#https://jmp2.uk/stvp-USBC3600008WY
Vevo R&B,https://jmp2.uk/stvp-USBC3900009K5
Vevo Retro,https://jmp2.uk/stvp-ESBD230000289
Vevo Rétro,https://jmp2.uk/stvp-FRBD1900013CB
Vevo Rock,https://jmp2.uk/stvp-USBD3000145P
Vevo Schlager Pop,https://jmp2.uk/stvp-DEBC21000022L
XITE 80s Flashback,https://jmp2.uk/stvp-CABB2600017ZU#https://jmp2.uk/stvp-USBB320000647
XITE 90s Throwback,https://jmp2.uk/stvp-USBB3200007AK#https://jmp2.uk/stvp-CABB2600018T4
XITE Christian Hits,https://jmp2.uk/stvp-CA460001636#https://jmp2.uk/stvp-US46000072L
XITE Classic Country,https://jmp2.uk/stvp-USBD3300011UT#https://jmp2.uk/stvp-CABD1200023UJ
XITE Country Today,https://jmp2.uk/stvp-CABD120001993#https://jmp2.uk/stvp-USBD3300006O3
XITE Game Day Hits,https://jmp2.uk/stvp-USBD350003932#https://jmp2.uk/stvp-CABD17000043J
XITE Hits,https://jmp2.uk/stvp-GBBB3800005QO#https://jmp2.uk/stvp-DEBA2200007V6#https://jmp2.uk/stvp-USBD3300004RH#https://jmp2.uk/stvp-CABD1200038NZ
XITE Just Chill,https://jmp2.uk/stvp-USBB2300003JZ#https://jmp2.uk/stvp-CABB2600004RZ
XITE Nuevo Latino,https://jmp2.uk/stvp-USBD3300007PB
XITE R&B Classic Jams,https://jmp2.uk/stvp-USBD330000948#https://jmp2.uk/stvp-CABD1200021MS#https://jmp2.uk/stvp-DE1300001XL
XITE Reggae Vibes,https://jmp2.uk/stvp-CA4600018HP#https://jmp2.uk/stvp-US4600008JA
XITE Rock x Metal,https://jmp2.uk/stvp-USBB2300004KV#https://jmp2.uk/stvp-CABB26000054K
XITE Siempre Latino,https://jmp2.uk/stvp-USBD3300010L9

Ambiance jmp2,#genre#
Beach Bonfire Vibes,https://jmp2.uk/stvp-US14000119Q
Campfire Vibes,https://jmp2.uk/stvp-US1500002I2
Cozy Vibes,https://jmp2.uk/stvp-US2900005NW
Fireplace Vibes,https://jmp2.uk/stvp-USBA3800004EL
